1,0,0,1,392,1351,295,1161,960,867
1,0,0,1,392,1351,1162,2028,960,867
1,0,0,1,1352,2311,295,1161,960,867
1,0,0,2,392,1351,296,1165,960,870
1,0,0,2,392,1351,1166,2035,960,870
1,0,0,2,392,1351,2906,3775,960,870
1,0,0,3,391,1349,296,1165,959,870
1,0,0,3,391,1349,1166,2035,959,870
1,0,0,3,391,1349,2036,2905,959,870
1,0,0,4,392,1351,296,1166,960,871
1,0,0,4,392,1351,1167,2037,960,871
1,0,0,4,392,1351,2038,2908,960,871
1,0,0,5,391,1349,296,1165,959,870
1,0,0,5,391,1349,1166,2035,959,870
1,0,0,5,391,1349,2036,2905,959,870
1,0,0,6,391,1349,296,1165,959,870
1,0,0,6,391,1349,1166,2035,959,870
1,0,0,6,391,1349,2036,2905,959,870
1,0,0,7,391,1349,295,1161,959,867
1,0,0,7,391,1349,1162,2028,959,867
1,0,0,7,391,1349,2029,2895,959,867
1,0,0,8,391,1349,295,1161,959,867
1,0,0,8,391,1349,1162,2028,959,867
1,0,0,8,391,1349,2896,3762,959,867
1,0,0,9,391,1349,295,1161,959,867
1,0,0,9,391,1349,1162,2028,959,867
1,0,0,9,391,1349,2029,2895,959,867
1,0,0,10,392,1351,295,1161,960,867
1,0,0,10,392,1351,1162,2028,960,867
1,0,0,10,392,1351,2029,2895,960,867
1,0,0,11,392,1351,296,1165,960,870
1,0,0,11,392,1351,1166,2035,960,870
1,0,0,11,392,1351,2036,2905,960,870
1,0,0,12,391,1349,295,1161,959,867
1,0,0,12,391,1349,1162,2028,959,867
1,0,0,12,391,1349,2029,2895,959,867
1,0,0,13,392,1351,295,1161,960,867
1,0,0,13,392,1351,1162,2028,960,867
1,0,0,13,392,1351,2029,2895,960,867
1,0,0,14,392,1351,296,1165,960,870
1,0,0,14,392,1351,1166,2035,960,870
1,0,0,14,392,1351,3776,4642,960,867
1,0,0,15,392,1351,296,1165,960,870
1,0,0,15,392,1351,1166,2035,960,870
1,0,0,15,392,1351,2036,2905,960,870
1,0,0,16,392,1351,295,1161,960,867
1,0,0,16,392,1351,1162,2028,960,867
1,0,0,16,392,1351,2029,2895,960,867
1,0,0,17,391,1349,296,1165,959,870
1,0,0,17,391,1349,1166,2035,959,870
1,0,0,17,391,1349,2036,2905,959,870
1,0,0,18,392,1351,1166,2035,960,870
1,0,0,18,392,1351,2036,2905,960,870
1,0,0,18,392,1351,2906,3775,960,870
1,0,0,19,391,1349,295,1161,959,867
1,0,0,19,391,1349,1162,2028,959,867
1,0,0,19,391,1349,2029,2895,959,867
1,0,0,20,392,1352,296,1165,961,870
1,0,0,20,392,1352,1166,2035,961,870
1,0,0,20,392,1352,2036,2905,961,870
1,0,0,21,392,1351,2036,2905,960,870
1,0,0,21,392,1351,2906,3775,960,870
1,0,0,21,392,1351,3776,4642,960,867
1,0,0,22,392,1351,295,1161,960,867
1,0,0,22,392,1351,1162,2028,960,867
1,0,0,22,392,1351,2029,2895,960,867
1,0,0,23,392,1351,295,1161,960,867
1,0,0,23,392,1351,1162,2028,960,867
1,0,0,23,392,1351,2896,3762,960,867
1,0,0,24,391,1349,295,1161,959,867
1,0,0,24,391,1349,1162,2028,959,867
1,0,0,24,391,1349,2029,2895,959,867
1,0,0,25,391,1349,295,1161,959,867
1,0,0,25,391,1349,1162,2028,959,867
1,0,0,25,391,1349,2029,2895,959,867
1,0,0,26,392,1351,296,1165,960,870
1,0,0,26,392,1351,1166,2035,960,870
1,0,0,26,392,1351,2906,3775,960,870
1,0,0,27,392,1351,295,1161,960,867
1,0,0,27,392,1351,1162,2028,960,867
1,0,0,27,392,1351,2029,2895,960,867
1,0,0,28,392,1351,295,1161,960,867
1,0,0,28,392,1351,1162,2028,960,867
1,0,0,28,392,1351,2029,2895,960,867
1,0,0,29,392,1351,295,1160,960,866
1,0,0,29,392,1351,1161,2026,960,866
1,0,0,29,1352,2311,295,1160,960,866
1,0,0,30,392,1351,295,1161,960,867
1,0,0,30,392,1351,1162,2028,960,867
1,0,0,30,1352,2311,295,1161,960,867
1,0,1,1,391,1349,295,1160,959,866
1,0,1,1,391,1349,1161,2026,959,866
1,0,1,1,391,1349,2027,2892,959,866
1,0,1,2,391,1349,296,1165,959,870
1,0,1,2,391,1349,1166,2035,959,870
1,0,1,2,391,1349,2036,2905,959,870
1,0,1,3,392,1351,295,1160,960,866
1,0,1,3,392,1351,1161,2026,960,866
1,0,1,3,392,1351,2027,2892,960,866
1,0,1,4,391,1349,295,1160,959,866
1,0,1,4,391,1349,1161,2026,959,866
1,0,1,4,1350,2308,295,1160,959,866
1,0,1,5,391,1349,295,1160,959,866
1,0,1,5,391,1349,1161,2026,959,866
1,0,1,5,391,1349,2027,2892,959,866
1,0,1,6,391,1349,295,1160,959,866
1,0,1,6,391,1349,1161,2026,959,866
1,0,1,6,391,1349,2027,2892,959,866
1,0,1,7,391,1347,295,1160,957,866
1,0,1,7,391,1347,1161,2026,957,866
1,0,1,7,1348,2304,295,1160,957,866
1,0,1,8,391,1347,296,1165,957,870
1,0,1,8,391,1347,1166,2035,957,870
1,0,1,8,391,1347,2036,2905,957,870
1,0,1,9,391,1349,296,1165,959,870
1,0,1,9,391,1349,1166,2035,959,870
1,0,1,9,391,1349,2036,2905,959,870
1,0,1,10,391,1349,1162,2028,959,867
1,0,1,10,1350,2308,1162,2028,959,867
1,0,1,10,2309,3267,295,1161,959,867
1,0,1,11,392,1351,295,1161,960,867
1,0,1,11,392,1351,1162,2028,960,867
1,0,1,11,392,1351,2029,2895,960,867
1,0,1,12,392,1352,295,1161,961,867
1,0,1,12,392,1352,1162,2028,961,867
1,0,1,12,392,1352,2029,2895,961,867
1,0,1,13,392,1351,295,1160,960,866
1,0,1,13,392,1351,1161,2026,960,866
1,0,1,13,392,1351,2027,2892,960,866
1,0,1,14,392,1352,295,1160,961,866
1,0,1,14,392,1352,1161,2026,961,866
1,0,1,14,392,1352,2027,2892,961,866
1,0,1,15,391,1349,295,1160,959,866
1,0,1,15,391,1349,1161,2026,959,866
1,0,1,15,391,1349,2027,2892,959,866
1,0,1,16,391,1349,295,1160,959,866
1,0,1,16,391,1349,1161,2026,959,866
1,0,1,16,391,1349,2027,2892,959,866
1,0,1,17,391,1349,295,1160,959,866
1,0,1,17,391,1349,1161,2026,959,866
1,0,1,17,391,1349,2027,2892,959,866
1,0,1,18,392,1351,296,1165,960,870
1,0,1,18,392,1351,1166,2035,960,870
1,0,1,18,392,1351,2036,2905,960,870
1,0,1,19,391,1349,296,1165,959,870
1,0,1,19,391,1349,1166,2035,959,870
1,0,1,19,391,1349,2036,2905,959,870
1,0,1,20,391,1349,296,1165,959,870
1,0,1,20,391,1349,1166,2035,959,870
1,0,1,20,391,1349,2906,3775,959,870
1,0,1,21,391,1349,296,1165,959,870
1,0,1,21,391,1349,1166,2035,959,870
1,0,1,21,391,1349,2036,2905,959,870
1,0,1,22,392,1352,295,1161,961,867
1,0,1,22,392,1352,1162,2028,961,867
1,0,1,22,392,1352,2029,2895,961,867
1,0,1,23,391,1349,295,1160,959,866
1,0,1,23,391,1349,1161,2026,959,866
1,0,1,23,391,1349,2027,2892,959,866
1,0,1,24,391,1349,296,1165,959,870
1,0,1,24,391,1349,1166,2035,959,870
1,0,1,24,391,1349,2036,2905,959,870
1,0,1,25,391,1347,295,1160,957,866
1,0,1,25,391,1347,1161,2026,957,866
1,0,1,25,391,1347,2027,2892,957,866
1,0,1,26,391,1349,295,1161,959,867
1,0,1,26,391,1349,1162,2028,959,867
1,0,1,26,1350,2308,295,1161,959,867
1,0,1,27,391,1349,296,1165,959,870
1,0,1,27,391,1349,1166,2035,959,870
1,0,1,27,391,1349,2036,2905,959,870
1,0,1,28,392,1351,296,1166,960,871
1,0,1,28,392,1351,1167,2037,960,871
1,0,1,28,392,1351,2038,2908,960,871
1,0,1,29,391,1349,296,1165,959,870
1,0,1,29,391,1349,1166,2035,959,870
1,0,1,29,391,1349,2036,2905,959,870
1,0,1,30,391,1349,296,1165,959,870
1,0,1,30,391,1349,1166,2035,959,870
1,0,1,30,391,1349,2036,2905,959,870
1,1,0,1,392,1351,295,1161,960,867
1,1,0,1,392,1351,1162,2028,960,867
1,1,0,1,1352,2311,295,1161,960,867
1,1,0,2,392,1351,295,1161,960,867
1,1,0,2,392,1351,1162,2028,960,867
1,1,0,2,1352,2311,295,1161,960,867
1,1,0,3,392,1351,295,1161,960,867
1,1,0,3,392,1351,1162,2028,960,867
1,1,0,3,392,1351,2029,2895,960,867
1,1,0,4,392,1351,296,1165,960,870
1,1,0,4,392,1351,1166,2035,960,870
1,1,0,4,1352,2311,296,1165,960,870
1,1,0,5,391,1349,295,1161,959,867
1,1,0,5,391,1349,1162,2028,959,867
1,1,0,5,1350,2308,295,1161,959,867
1,1,0,6,391,1349,295,1160,959,866
1,1,0,6,391,1349,1161,2026,959,866
1,1,0,6,391,1349,2027,2892,959,866
1,1,0,7,391,1349,296,1165,959,870
1,1,0,7,391,1349,1166,2035,959,870
1,1,0,7,1350,2308,296,1165,959,870
1,1,0,8,391,1349,295,1160,959,866
1,1,0,8,391,1349,1161,2026,959,866
1,1,0,8,1350,2308,295,1160,959,866
1,1,0,9,391,1349,295,1160,959,866
1,1,0,9,391,1349,1161,2026,959,866
1,1,0,9,391,1349,2027,2892,959,866
1,1,0,10,391,1349,296,1165,959,870
1,1,0,10,391,1349,1166,2035,959,870
1,1,0,10,1350,2308,296,1165,959,870
1,1,0,11,391,1347,296,1165,957,870
1,1,0,11,391,1347,1166,2035,957,870
1,1,0,11,1348,2304,296,1165,957,870
1,1,0,12,391,1349,295,1160,959,866
1,1,0,12,391,1349,1161,2026,959,866
1,1,0,12,1350,2308,295,1160,959,866
1,1,0,13,391,1349,296,1165,959,870
1,1,0,13,391,1349,1166,2035,959,870
1,1,0,13,1350,2308,296,1165,959,870
1,1,0,14,392,1351,296,1165,960,870
1,1,0,14,392,1351,1166,2035,960,870
1,1,0,14,392,1351,2036,2905,960,870
1,1,0,15,392,1352,297,1169,961,873
1,1,0,15,392,1352,1170,2042,961,873
1,1,0,15,1353,2313,297,1169,961,873
1,1,0,16,392,1352,295,1161,961,867
1,1,0,16,392,1352,1162,2028,961,867
1,1,0,16,392,1352,2029,2895,961,867
1,1,0,17,391,1349,295,1160,959,866
1,1,0,17,391,1349,1161,2026,959,866
1,1,0,17,391,1349,2893,3758,959,866
1,1,0,18,391,1347,295,1160,957,866
1,1,0,18,391,1347,1161,2026,957,866
1,1,0,18,391,1347,2027,2892,957,866
1,1,0,19,392,1351,295,1161,960,867
1,1,0,19,392,1351,1162,2028,960,867
1,1,0,19,1352,2311,295,1161,960,867
1,1,0,20,391,1349,295,1161,959,867
1,1,0,20,391,1349,1162,2028,959,867
1,1,0,20,391,1349,2029,2895,959,867
1,1,0,21,391,1349,296,1165,959,870
1,1,0,21,391,1349,1166,2035,959,870
1,1,0,21,391,1349,2036,2905,959,870
